thesis_class,model_name,label,count
forest,vgg16,Arabian camel,1
forest,vgg16,Arctic fox,1
forest,vgg16,Bernese mountain dog,1
forest,vgg16,English foxhound,1
forest,vgg16,English setter,1
forest,vgg16,EntleBucher,1
forest,vgg16,German short-haired pointer,1
forest,vgg16,Great Dane,1
forest,vgg16,Great Pyrenees,1
forest,vgg16,Greater Swiss Mountain dog,1
forest,vgg16,Irish setter,1
forest,vgg16,Irish wolfhound,1
forest,vgg16,Komodo dragon,1
forest,vgg16,Madagascar cat,1
forest,vgg16,Newfoundland,1
forest,vgg16,Norwegian elkhound,1
forest,vgg16,Rottweiler,1
forest,vgg16,Staffordshire bullterrier,1
forest,vgg16,Walker hound,1
forest,vgg16,Weimaraner,1
forest,vgg16,abaya,1
forest,vgg16,ambulance,1
forest,vgg16,amphibian,1
forest,vgg16,assault rifle,1
forest,vgg16,balance beam,1
forest,vgg16,barrel,1
forest,vgg16,bee eater,1
forest,vgg16,bell pepper,1
forest,vgg16,bikini,1
forest,vgg16,bloodhound,1
forest,vgg16,bubble,1
forest,vgg16,bustard,1
forest,vgg16,caldron,1
forest,vgg16,cannon,1
forest,vgg16,chain mail,1
forest,vgg16,chickadee,1
forest,vgg16,chiton,1
forest,vgg16,cock,1
forest,vgg16,cowboy boot,1
forest,vgg16,crane,1
forest,vgg16,crutch,1
forest,vgg16,cuirass,1
forest,vgg16,curly-coated retriever,1
forest,vgg16,eft,1
forest,vgg16,fire screen,1
forest,vgg16,flatworm,1
forest,vgg16,frilled lizard,1
forest,vgg16,gasmask,1
forest,vgg16,gibbon,1
forest,vgg16,goose,1
forest,vgg16,grasshopper,1
forest,vgg16,green snake,1
forest,vgg16,grey fox,1
forest,vgg16,groenendael,1
forest,vgg16,groom,1
forest,vgg16,guenon,1
forest,vgg16,guillotine,1
forest,vgg16,hair slide,1
forest,vgg16,hammer,1
forest,vgg16,handkerchief,1
forest,vgg16,harvestman,1
forest,vgg16,hatchet,1
forest,vgg16,hen,1
forest,vgg16,hippopotamus,1
forest,vgg16,honeycomb,1
forest,vgg16,hornbill,1
forest,vgg16,jay,1
forest,vgg16,jean,1
forest,vgg16,jersey,1
forest,vgg16,junco,1
forest,vgg16,kelpie,1
forest,vgg16,kit fox,1
forest,vgg16,knee pad,1
forest,vgg16,leopard,1
forest,vgg16,lesser panda,1
forest,vgg16,lycaenid,1
forest,vgg16,malamute,1
forest,vgg16,mantis,1
forest,vgg16,marimba,1
forest,vgg16,marmot,1
forest,vgg16,milk can,1
forest,vgg16,missile,1
forest,vgg16,mitten,1
forest,vgg16,mongoose,1
forest,vgg16,monitor,1
forest,vgg16,moving van,1
forest,vgg16,mushroom,1
forest,vgg16,neck brace,1
forest,vgg16,ostrich,1
forest,vgg16,oxygen mask,1
forest,vgg16,paintbrush,1
forest,vgg16,palace,1
forest,vgg16,panpipe,1
forest,vgg16,patas,1
forest,vgg16,pedestal,1
forest,vgg16,pelican,1
forest,vgg16,pinwheel,1
forest,vgg16,pirate,1
forest,vgg16,plunger,1
forest,vgg16,polecat,1
forest,vgg16,police van,1
forest,vgg16,pomegranate,1
forest,vgg16,poncho,1
forest,vgg16,pop bottle,1
forest,vgg16,prairie chicken,1
forest,vgg16,prayer rug,1
forest,vgg16,proboscis monkey,1
forest,vgg16,projectile,1
forest,vgg16,quail,1
forest,vgg16,racket,1
forest,vgg16,radio telescope,1
forest,vgg16,red fox,1
forest,vgg16,red wolf,1
forest,vgg16,reel,1
forest,vgg16,restaurant,1
forest,vgg16,robin,1
forest,vgg16,rocking chair,1
forest,vgg16,rugby ball,1
forest,vgg16,schipperke,1
forest,vgg16,school bus,1
forest,vgg16,schooner,1
forest,vgg16,scoreboard,1
forest,vgg16,scuba diver,1
forest,vgg16,shoji,1
forest,vgg16,sock,1
forest,vgg16,space shuttle,1
forest,vgg16,spiny lobster,1
forest,vgg16,spoonbill,1
forest,vgg16,steam locomotive,1
forest,vgg16,streetcar,1
forest,vgg16,sulphur butterfly,1
forest,vgg16,sulphur-crested cockatoo,1
forest,vgg16,sunglasses,1
forest,vgg16,swab,1
forest,vgg16,syringe,1
forest,vgg16,table lamp,1
forest,vgg16,thresher,1
forest,vgg16,tiger,1
forest,vgg16,tile roof,1
forest,vgg16,titi,1
forest,vgg16,toucan,1
forest,vgg16,toy terrier,1
forest,vgg16,trimaran,1
forest,vgg16,velvet,1
forest,vgg16,vine snake,1
forest,vgg16,vizsla,1
forest,vgg16,wardrobe,1
forest,vgg16,water snake,1
forest,vgg16,wild boar,1
forest,vgg16,wool,1
forest,vgg16,wreck,1
forest,vgg16,yawl,1
forest,vgg16,zebra,1
forest,vgg16,zucchini,1
glacier,mobilenetv2,alp,271
glacier,mobilenetv2,valley,207
glacier,mobilenetv2,cliff,155
glacier,mobilenetv2,promontory,155
glacier,mobilenetv2,seashore,139
glacier,mobilenetv2,lakeside,112
glacier,mobilenetv2,volcano,110
glacier,mobilenetv2,ski,76
glacier,mobilenetv2,mountain tent,56
glacier,mobilenetv2,snowmobile,47
glacier,mobilenetv2,geyser,37
glacier,mobilenetv2,breakwater,32
glacier,mobilenetv2,dam,31
glacier,mobilenetv2,sandbar,30
glacier,mobilenetv2,dogsled,29
glacier,mobilenetv2,ice bear,27
glacier,mobilenetv2,plastic bag,27
glacier,mobilenetv2,grey whale,24
glacier,mobilenetv2,snowplow,24
glacier,mobilenetv2,submarine,24
glacier,mobilenetv2,fireboat,23
glacier,mobilenetv2,killer whale,22
glacier,mobilenetv2,Arctic fox,20
glacier,mobilenetv2,shovel,19
glacier,mobilenetv2,wreck,18
glacier,mobilenetv2,bobsled,15
glacier,mobilenetv2,ptarmigan,14
glacier,mobilenetv2,speedboat,13
glacier,mobilenetv2,albatross,12
glacier,mobilenetv2,ibex,12
glacier,mobilenetv2,drilling platform,11
glacier,mobilenetv2,canoe,10
glacier,mobilenetv2,lifeboat,10
glacier,mobilenetv2,amphibian,9
glacier,mobilenetv2,cliff dwelling,9
glacier,mobilenetv2,king penguin,9
glacier,mobilenetv2,schooner,9
glacier,mobilenetv2,sea lion,9
glacier,mobilenetv2,aircraft carrier,8
glacier,mobilenetv2,airship,8
glacier,mobilenetv2,beacon,8
glacier,mobilenetv2,boathouse,8
glacier,mobilenetv2,jellyfish,8
glacier,mobilenetv2,ski mask,8
glacier,mobilenetv2,yurt,8
glacier,mobilenetv2,catamaran,7
glacier,mobilenetv2,gown,7
glacier,mobilenetv2,kuvasz,7
glacier,mobilenetv2,paddle,7
glacier,mobilenetv2,paper towel,7
glacier,mobilenetv2,parachute,7
glacier,mobilenetv2,stone wall,7
glacier,mobilenetv2,stretcher,7
glacier,mobilenetv2,wing,7
glacier,mobilenetv2,coho,6
glacier,mobilenetv2,conch,6
glacier,mobilenetv2,container ship,6
glacier,mobilenetv2,diaper,6
glacier,mobilenetv2,dock,6
glacier,mobilenetv2,komondor,6
glacier,mobilenetv2,leatherback turtle,6
glacier,mobilenetv2,shower cap,6
glacier,mobilenetv2,solar dish,6
glacier,mobilenetv2,weasel,6
glacier,mobilenetv2,yawl,6
glacier,mobilenetv2,bighorn,5
glacier,mobilenetv2,black grouse,5
glacier,mobilenetv2,handkerchief,5
glacier,mobilenetv2,hoopskirt,5
glacier,mobilenetv2,liner,5
glacier,mobilenetv2,mountain bike,5
glacier,mobilenetv2,quilt,5
glacier,mobilenetv2,sleeping bag,5
glacier,mobilenetv2,spotlight,5
glacier,mobilenetv2,sturgeon,5
glacier,mobilenetv2,swab,5
glacier,mobilenetv2,tiger shark,5
glacier,mobilenetv2,toilet tissue,5
glacier,mobilenetv2,tub,5
glacier,mobilenetv2,Samoyed,4
glacier,mobilenetv2,abaya,4
glacier,mobilenetv2,ant,4
glacier,mobilenetv2,cloak,4
glacier,mobilenetv2,crane,4
glacier,mobilenetv2,dugong,4
glacier,mobilenetv2,great white shark,4
glacier,mobilenetv2,maze,4
glacier,mobilenetv2,megalith,4
glacier,mobilenetv2,red-breasted merganser,4
glacier,mobilenetv2,sarong,4
glacier,mobilenetv2,shower curtain,4
glacier,mobilenetv2,sundial,4
glacier,mobilenetv2,swing,4
glacier,mobilenetv2,trimaran,4
glacier,mobilenetv2,Great Pyrenees,3
glacier,mobilenetv2,Labrador retriever,3
glacier,mobilenetv2,Sealyham terrier,3
glacier,mobilenetv2,Siberian husky,3
glacier,mobilenetv2,bathtub,3
glacier,mobilenetv2,broom,3
glacier,mobilenetv2,hen-of-the-woods,3
glacier,mobilenetv2,jeep,3
glacier,mobilenetv2,missile,3
glacier,mobilenetv2,mortar,3
glacier,mobilenetv2,oxygen mask,3
glacier,mobilenetv2,park bench,3
glacier,mobilenetv2,partridge,3
glacier,mobilenetv2,pelican,3
glacier,mobilenetv2,pier,3
glacier,mobilenetv2,pole,3
glacier,mobilenetv2,quill,3
glacier,mobilenetv2,radio telescope,3
glacier,mobilenetv2,ruffed grouse,3
glacier,mobilenetv2,studio couch,3
glacier,mobilenetv2,television,3
glacier,mobilenetv2,warplane,3
glacier,mobilenetv2,white wolf,3
glacier,mobilenetv2,window screen,3
glacier,mobilenetv2,American coot,2
glacier,mobilenetv2,Arabian camel,2
glacier,mobilenetv2,Cardigan,2
glacier,mobilenetv2,Eskimo dog,2
glacier,mobilenetv2,Great Dane,2
glacier,mobilenetv2,Kerry blue terrier,2
glacier,mobilenetv2,Maltese dog,2
glacier,mobilenetv2,West Highland white terrier,2
glacier,mobilenetv2,apiary,2
glacier,mobilenetv2,bannister,2
glacier,mobilenetv2,beaver,2
glacier,mobilenetv2,binoculars,2
glacier,mobilenetv2,bow,2
glacier,mobilenetv2,brown bear,2
glacier,mobilenetv2,clumber,2
glacier,mobilenetv2,coral reef,2
glacier,mobilenetv2,cougar,2
glacier,mobilenetv2,crane bird,2
glacier,mobilenetv2,dingo,2
glacier,mobilenetv2,drake,2
glacier,mobilenetv2,electric ray,2
glacier,mobilenetv2,giant schnauzer,2
glacier,mobilenetv2,goose,2
glacier,mobilenetv2,head cabbage,2
glacier,mobilenetv2,hog,2
glacier,mobilenetv2,honeycomb,2
glacier,mobilenetv2,isopod,2
glacier,mobilenetv2,junco,2
glacier,mobilenetv2,kite,2
glacier,mobilenetv2,knee pad,2
glacier,mobilenetv2,lumbermill,2
glacier,mobilenetv2,manhole cover,2
glacier,mobilenetv2,marmot,2
glacier,mobilenetv2,microphone,2
glacier,mobilenetv2,mink,2
glacier,mobilenetv2,nail,2
glacier,mobilenetv2,otter,2
glacier,mobilenetv2,oystercatcher,2
glacier,mobilenetv2,planetarium,2
glacier,mobilenetv2,prison,2
glacier,mobilenetv2,projectile,2
glacier,mobilenetv2,rock crab,2
glacier,mobilenetv2,school bus,2
glacier,mobilenetv2,space shuttle,2
glacier,mobilenetv2,stage,2
glacier,mobilenetv2,theater curtain,2
glacier,mobilenetv2,tick,2
glacier,mobilenetv2,tow truck,2
glacier,mobilenetv2,tractor,2
glacier,mobilenetv2,tray,2
glacier,mobilenetv2,tripod,2
glacier,mobilenetv2,unicycle,2
glacier,mobilenetv2,velvet,2
glacier,mobilenetv2,viaduct,2
glacier,mobilenetv2,web site,2
glacier,mobilenetv2,window shade,2
glacier,mobilenetv2,American egret,1
glacier,mobilenetv2,Appenzeller,1
glacier,mobilenetv2,Blenheim spaniel,1
glacier,mobilenetv2,Chihuahua,1
glacier,mobilenetv2,English setter,1
glacier,mobilenetv2,EntleBucher,1
glacier,mobilenetv2,European fire salamander,1
glacier,mobilenetv2,German shepherd,1
glacier,mobilenetv2,Greater Swiss Mountain dog,1
glacier,mobilenetv2,Japanese spaniel,1
glacier,mobilenetv2,Newfoundland,1
glacier,mobilenetv2,Saluki,1
glacier,mobilenetv2,Scotch terrier,1
glacier,mobilenetv2,Welsh springer spaniel,1
glacier,mobilenetv2,airliner,1
glacier,mobilenetv2,baboon,1
glacier,mobilenetv2,balance beam,1
glacier,mobilenetv2,bald eagle,1
glacier,mobilenetv2,balloon,1
glacier,mobilenetv2,barn spider,1
glacier,mobilenetv2,barracouta,1
glacier,mobilenetv2,barrel,1
glacier,mobilenetv2,basenji,1
glacier,mobilenetv2,bassinet,1
glacier,mobilenetv2,bathing cap,1
glacier,mobilenetv2,bicycle-built-for-two,1
glacier,mobilenetv2,bikini,1
glacier,mobilenetv2,black stork,1
glacier,mobilenetv2,black swan,1
glacier,mobilenetv2,black-footed ferret,1
glacier,mobilenetv2,brambling,1
glacier,mobilenetv2,brassiere,1
glacier,mobilenetv2,buckeye,1
glacier,mobilenetv2,car mirror,1
glacier,mobilenetv2,cardigan,1
glacier,mobilenetv2,carton,1
glacier,mobilenetv2,castle,1
glacier,mobilenetv2,chain,1
glacier,mobilenetv2,chain saw,1
glacier,mobilenetv2,chambered nautilus,1
glacier,mobilenetv2,cock,1
glacier,mobilenetv2,computer keyboard,1
glacier,mobilenetv2,cowboy boot,1
glacier,mobilenetv2,coyote,1
glacier,mobilenetv2,crib,1
glacier,mobilenetv2,curly-coated retriever,1
glacier,mobilenetv2,feather boa,1
glacier,mobilenetv2,fire screen,1
glacier,mobilenetv2,flagpole,1
glacier,mobilenetv2,flat-coated retriever,1
glacier,mobilenetv2,fly,1
glacier,mobilenetv2,forklift,1
glacier,mobilenetv2,fountain,1
glacier,mobilenetv2,fur coat,1
glacier,mobilenetv2,golden retriever,1
glacier,mobilenetv2,guenon,1
glacier,mobilenetv2,hair slide,1
glacier,mobilenetv2,hammerhead,1
glacier,mobilenetv2,harvester,1
glacier,mobilenetv2,hen,1
glacier,mobilenetv2,hippopotamus,1
glacier,mobilenetv2,hook,1
glacier,mobilenetv2,horizontal bar,1
glacier,mobilenetv2,hornbill,1
glacier,mobilenetv2,jean,1
glacier,mobilenetv2,knot,1
glacier,mobilenetv2,lacewing,1
glacier,mobilenetv2,ladle,1
glacier,mobilenetv2,langur,1
glacier,mobilenetv2,lionfish,1
glacier,mobilenetv2,loggerhead,1
glacier,mobilenetv2,lynx,1
glacier,mobilenetv2,mailbox,1
glacier,mobilenetv2,maillot tank suit,1
glacier,mobilenetv2,malamute,1
glacier,mobilenetv2,matchstick,1
glacier,mobilenetv2,measuring cup,1
glacier,mobilenetv2,military uniform,1
glacier,mobilenetv2,miniature pinscher,1
glacier,mobilenetv2,monastery,1
glacier,mobilenetv2,mosquito net,1
glacier,mobilenetv2,mousetrap,1
glacier,mobilenetv2,nematode,1
glacier,mobilenetv2,overskirt,1
glacier,mobilenetv2,ox,1
glacier,mobilenetv2,paddlewheel,1
glacier,mobilenetv2,paintbrush,1
glacier,mobilenetv2,papillon,1
glacier,mobilenetv2,parking meter,1
glacier,mobilenetv2,patas,1
glacier,mobilenetv2,picket fence,1
glacier,mobilenetv2,pickup,1
glacier,mobilenetv2,pinwheel,1
glacier,mobilenetv2,pirate,1
glacier,mobilenetv2,polecat,1
glacier,mobilenetv2,prayer rug,1
glacier,mobilenetv2,racer,1
glacier,mobilenetv2,rain barrel,1
glacier,mobilenetv2,recreational vehicle,1
glacier,mobilenetv2,red-backed sandpiper,1
glacier,mobilenetv2,redshank,1
glacier,mobilenetv2,rifle,1
glacier,mobilenetv2,robin,1
glacier,mobilenetv2,ruddy turnstone,1
glacier,mobilenetv2,running shoe,1
glacier,mobilenetv2,sax,1
glacier,mobilenetv2,screen,1
glacier,mobilenetv2,screw,1
glacier,mobilenetv2,shoji,1
glacier,mobilenetv2,sidewinder,1
glacier,mobilenetv2,skunk,1
glacier,mobilenetv2,snow leopard,1
glacier,mobilenetv2,spiny lobster,1
glacier,mobilenetv2,spoonbill,1
glacier,mobilenetv2,standard poodle,1
glacier,mobilenetv2,steam locomotive,1
glacier,mobilenetv2,stinkhorn,1
glacier,mobilenetv2,stole,1
glacier,mobilenetv2,street sign,1
glacier,mobilenetv2,sunglass,1
glacier,mobilenetv2,sweatshirt,1
glacier,mobilenetv2,swimming trunks,1
glacier,mobilenetv2,tarantula,1
glacier,mobilenetv2,thresher,1
glacier,mobilenetv2,tile roof,1
glacier,mobilenetv2,toy poodle,1
glacier,mobilenetv2,traffic light,1
glacier,mobilenetv2,trailer truck,1
glacier,mobilenetv2,trench coat,1
glacier,mobilenetv2,triceratops,1
glacier,mobilenetv2,tricycle,1
glacier,mobilenetv2,trilobite,1
glacier,mobilenetv2,trolleybus,1
glacier,mobilenetv2,umbrella,1
glacier,mobilenetv2,vault,1
glacier,mobilenetv2,vulture,1
glacier,mobilenetv2,water bottle,1
glacier,mobilenetv2,water ouzel,1
glacier,mobilenetv2,water snake,1
glacier,mobilenetv2,weevil,1
glacier,mobilenetv2,whippet,1
glacier,mobilenetv2,whiptail,1
glacier,mobilenetv2,worm fence,1
glacier,mobilenetv2,zebra,1
glacier,resnet18,alp,267
glacier,resnet18,valley,181
glacier,resnet18,promontory,140
glacier,resnet18,cliff,128
glacier,resnet18,lakeside,104
glacier,resnet18,volcano,97
glacier,resnet18,ski,96
glacier,resnet18,seashore,94
glacier,resnet18,snowmobile,76
glacier,resnet18,mountain tent,72
glacier,resnet18,dogsled,50
glacier,resnet18,killer whale,39
glacier,resnet18,sandbar,39
glacier,resnet18,geyser,37
glacier,resnet18,snowplow,35
glacier,resnet18,breakwater,33
glacier,resnet18,dam,32
glacier,resnet18,grey whale,31
glacier,resnet18,ice bear,28
glacier,resnet18,shovel,27
glacier,resnet18,sea lion,22
glacier,resnet18,fireboat,21
glacier,resnet18,Arctic fox,16
glacier,resnet18,bobsled,16
glacier,resnet18,great white shark,14
glacier,resnet18,plastic bag,14
glacier,resnet18,submarine,14
glacier,resnet18,parachute,13
glacier,resnet18,speedboat,13
glacier,resnet18,wing,13
glacier,resnet18,albatross,12
glacier,resnet18,ptarmigan,12
glacier,resnet18,canoe,11
glacier,resnet18,coho,11
glacier,resnet18,leatherback turtle,11
glacier,resnet18,beacon,10
glacier,resnet18,cliff dwelling,10
glacier,resnet18,ibex,10
glacier,resnet18,paper towel,10
glacier,resnet18,black grouse,9
glacier,resnet18,boathouse,9
glacier,resnet18,drilling platform,9
glacier,resnet18,ski mask,9
glacier,resnet18,dock,8
glacier,resnet18,king penguin,8
glacier,resnet18,solar dish,8
glacier,resnet18,yawl,8
glacier,resnet18,Samoyed,7
glacier,resnet18,lifeboat,7
glacier,resnet18,schooner,7
glacier,resnet18,sturgeon,7
glacier,resnet18,tiger shark,7
glacier,resnet18,yurt,7
glacier,resnet18,amphibian,6
glacier,resnet18,container ship,6
glacier,resnet18,megalith,6
glacier,resnet18,mountain bike,6
glacier,resnet18,television,6
glacier,resnet18,weasel,6
glacier,resnet18,American coot,5
glacier,resnet18,bighorn,5
glacier,resnet18,conch,5
glacier,resnet18,dugong,5
glacier,resnet18,hammerhead,5
glacier,resnet18,maze,5
glacier,resnet18,oystercatcher,5
glacier,resnet18,pelican,5
glacier,resnet18,pole,5
glacier,resnet18,sleeping bag,5
glacier,resnet18,stone wall,5
glacier,resnet18,stretcher,5
glacier,resnet18,trimaran,5
glacier,resnet18,Eskimo dog,4
glacier,resnet18,Siberian husky,4
glacier,resnet18,airship,4
glacier,resnet18,bathtub,4
glacier,resnet18,catamaran,4
glacier,resnet18,fountain,4
glacier,resnet18,gar,4
glacier,resnet18,goose,4
glacier,resnet18,kuvasz,4
glacier,resnet18,loggerhead,4
glacier,resnet18,monastery,4
glacier,resnet18,paddlewheel,4
glacier,resnet18,red-breasted merganser,4
glacier,resnet18,ruffed grouse,4
glacier,resnet18,tub,4
glacier,resnet18,whippet,4
glacier,resnet18,American alligator,3
glacier,resnet18,Great Pyrenees,3
glacier,resnet18,airliner,3
glacier,resnet18,bannister,3
glacier,resnet18,bathing cap,3
glacier,resnet18,borzoi,3
glacier,resnet18,broom,3
glacier,resnet18,brown bear,3
glacier,resnet18,cloak,3
glacier,resnet18,clumber,3
glacier,resnet18,crane,3
glacier,resnet18,electric ray,3
glacier,resnet18,flat-coated retriever,3
glacier,resnet18,handkerchief,3
glacier,resnet18,hippopotamus,3
glacier,resnet18,home theater,3
glacier,resnet18,liner,3
glacier,resnet18,monitor,3
glacier,resnet18,otter,3
glacier,resnet18,paddle,3
glacier,resnet18,park bench,3
glacier,resnet18,quilt,3
glacier,resnet18,radio telescope,3
glacier,resnet18,schipperke,3
glacier,resnet18,screen,3
glacier,resnet18,spotlight,3
glacier,resnet18,tractor,3
glacier,resnet18,warplane,3
glacier,resnet18,white wolf,3
glacier,resnet18,wreck,3
glacier,resnet18,Chihuahua,2
glacier,resnet18,Gordon setter,2
glacier,resnet18,Kerry blue terrier,2
glacier,resnet18,Labrador retriever,2
glacier,resnet18,Sealyham terrier,2
glacier,resnet18,West Highland white terrier,2
glacier,resnet18,abaya,2
glacier,resnet18,aircraft carrier,2
glacier,resnet18,barracouta,2
glacier,resnet18,barrow,2
glacier,resnet18,beaver,2
glacier,resnet18,binoculars,2
glacier,resnet18,bison,2
glacier,resnet18,black swan,2
glacier,resnet18,bow,2
glacier,resnet18,caldron,2
glacier,resnet18,cougar,2
glacier,resnet18,diaper,2
glacier,resnet18,dingo,2
glacier,resnet18,drake,2
glacier,resnet18,feather boa,2
glacier,resnet18,fox squirrel,2
glacier,resnet18,giant schnauzer,2
glacier,resnet18,gown,2
glacier,resnet18,hen-of-the-woods,2
glacier,resnet18,hoopskirt,2
glacier,resnet18,kite,2
glacier,resnet18,manhole cover,2
glacier,resnet18,maypole,2
glacier,resnet18,minivan,2
glacier,resnet18,mosquito net,2
glacier,resnet18,moving van,2
glacier,resnet18,nail,2
glacier,resnet18,necklace,2
glacier,resnet18,partridge,2
glacier,resnet18,pirate,2
glacier,resnet18,prayer rug,2
glacier,resnet18,projectile,2
glacier,resnet18,red-backed sandpiper,2
glacier,resnet18,redshank,2
glacier,resnet18,robin,2
glacier,resnet18,ruddy turnstone,2
glacier,resnet18,sarong,2
glacier,resnet18,scuba diver,2
glacier,resnet18,shopping cart,2
glacier,resnet18,shower curtain,2
glacier,resnet18,snow leopard,2
glacier,resnet18,steel arch bridge,2
glacier,resnet18,stingray,2
glacier,resnet18,sulphur-crested cockatoo,2
glacier,resnet18,sundial,2
glacier,resnet18,sweatshirt,2
glacier,resnet18,swimming trunks,2
glacier,resnet18,thresher,2
glacier,resnet18,toilet tissue,2
glacier,resnet18,trailer truck,2
glacier,resnet18,umbrella,2
glacier,resnet18,unicycle,2
glacier,resnet18,washbasin,2
glacier,resnet18,water ouzel,2
glacier,resnet18,Afghan hound,1
glacier,resnet18,African hunting dog,1
glacier,resnet18,American black bear,1
glacier,resnet18,American egret,1
glacier,resnet18,American lobster,1
glacier,resnet18,Appenzeller,1
glacier,resnet18,Arabian camel,1
glacier,resnet18,Blenheim spaniel,1
glacier,resnet18,Bouvier des Flandres,1
glacier,resnet18,Cardigan,1
glacier,resnet18,Chesapeake Bay retriever,1
glacier,resnet18,English setter,1
glacier,resnet18,Ibizan hound,1
glacier,resnet18,Irish wolfhound,1
glacier,resnet18,Italian greyhound,1
glacier,resnet18,Japanese spaniel,1
glacier,resnet18,Newfoundland,1
glacier,resnet18,Scottish deerhound,1
glacier,resnet18,Walker hound,1
glacier,resnet18,Welsh springer spaniel,1
glacier,resnet18,ant,1
glacier,resnet18,apiary,1
glacier,resnet18,axolotl,1
glacier,resnet18,badger,1
glacier,resnet18,bagel,1
glacier,resnet18,bald eagle,1
glacier,resnet18,balloon,1
glacier,resnet18,bassoon,1
glacier,resnet18,bikini,1
glacier,resnet18,black stork,1
glacier,resnet18,bloodhound,1
glacier,resnet18,bonnet,1
glacier,resnet18,brambling,1
glacier,resnet18,breastplate,1
glacier,resnet18,buckle,1
glacier,resnet18,bulbul,1
glacier,resnet18,car mirror,1
glacier,resnet18,castle,1
glacier,resnet18,chain,1
glacier,resnet18,chain saw,1
glacier,resnet18,chime,1
glacier,resnet18,chimpanzee,1
glacier,resnet18,church,1
glacier,resnet18,cleaver,1
glacier,resnet18,cock,1
glacier,resnet18,computer keyboard,1
glacier,resnet18,coral reef,1
glacier,resnet18,cowboy hat,1
glacier,resnet18,coyote,1
glacier,resnet18,crane bird,1
glacier,resnet18,crate,1
glacier,resnet18,dowitcher,1
glacier,resnet18,entertainment center,1
glacier,resnet18,envelope,1
glacier,resnet18,fire screen,1
glacier,resnet18,flagpole,1
glacier,resnet18,flute,1
glacier,resnet18,garbage truck,1
glacier,resnet18,gasmask,1
glacier,resnet18,golden retriever,1
glacier,resnet18,golf ball,1
glacier,resnet18,gorilla,1
glacier,resnet18,groom,1
glacier,resnet18,hair slide,1
glacier,resnet18,hare,1
glacier,resnet18,harvester,1
glacier,resnet18,head cabbage,1
glacier,resnet18,hen,1
glacier,resnet18,hip,1
glacier,resnet18,honeycomb,1
glacier,resnet18,hook,1
glacier,resnet18,horned viper,1
glacier,resnet18,jean,1
glacier,resnet18,jeep,1
glacier,resnet18,jellyfish,1
glacier,resnet18,jinrikisha,1
glacier,resnet18,junco,1
glacier,resnet18,knee pad,1
glacier,resnet18,knot,1
glacier,resnet18,lacewing,1
glacier,resnet18,lawn mower,1
glacier,resnet18,lens cap,1
glacier,resnet18,letter opener,1
glacier,resnet18,lionfish,1
glacier,resnet18,lumbermill,1
glacier,resnet18,maillot tank suit,1
glacier,resnet18,malamute,1
glacier,resnet18,marmot,1
glacier,resnet18,minibus,1
glacier,resnet18,mink,1
glacier,resnet18,missile,1
glacier,resnet18,mortar,1
glacier,resnet18,motor scooter,1
glacier,resnet18,mousetrap,1
glacier,resnet18,mushroom,1
glacier,resnet18,packet,1
glacier,resnet18,papillon,1
glacier,resnet18,passenger car,1
glacier,resnet18,picket fence,1
glacier,resnet18,pier,1
glacier,resnet18,plow,1
glacier,resnet18,power drill,1
glacier,resnet18,prairie chicken,1
glacier,resnet18,pretzel,1
glacier,resnet18,puck,1
glacier,resnet18,puffer,1
glacier,resnet18,quail,1
glacier,resnet18,quill,1
glacier,resnet18,ram,1
glacier,resnet18,recreational vehicle,1
glacier,resnet18,refrigerator,1
glacier,resnet18,rock crab,1
glacier,resnet18,rock python,1
glacier,resnet18,running shoe,1
glacier,resnet18,sax,1
glacier,resnet18,scabbard,1
glacier,resnet18,school bus,1
glacier,resnet18,scorpion,1
glacier,resnet18,screwdriver,1
glacier,resnet18,seat belt,1
glacier,resnet18,shield,1
glacier,resnet18,shoji,1
glacier,resnet18,shower cap,1
glacier,resnet18,sidewinder,1
glacier,resnet18,sliding door,1
glacier,resnet18,snorkel,1
glacier,resnet18,soccer ball,1
glacier,resnet18,sombrero,1
glacier,resnet18,spiny lobster,1
glacier,resnet18,stage,1
glacier,resnet18,standard poodle,1
glacier,resnet18,standard schnauzer,1
glacier,resnet18,street sign,1
glacier,resnet18,stupa,1
glacier,resnet18,swab,1
glacier,resnet18,tench,1
glacier,resnet18,thatch,1
glacier,resnet18,theater curtain,1
glacier,resnet18,tick,1
glacier,resnet18,tile roof,1
glacier,resnet18,timber wolf,1
glacier,resnet18,tow truck,1
glacier,resnet18,toy terrier,1
glacier,resnet18,tricycle,1
glacier,resnet18,trilobite,1
glacier,resnet18,tripod,1
glacier,resnet18,vault,1
glacier,resnet18,velvet,1
glacier,resnet18,viaduct,1
glacier,resnet18,vulture,1
glacier,resnet18,web site,1
glacier,resnet18,weevil,1
glacier,resnet18,window screen,1
glacier,resnet18,window shade,1
glacier,resnet18,wood rabbit,1
glacier,resnet18,worm fence,1
glacier,vgg16,alp,259
glacier,vgg16,valley,193
glacier,vgg16,promontory,135
glacier,vgg16,cliff,132
glacier,vgg16,seashore,106
glacier,vgg16,volcano,106
glacier,vgg16,ski,98
glacier,vgg16,lakeside,90
glacier,vgg16,mountain tent,77
glacier,vgg16,snowmobile,69
glacier,vgg16,breakwater,63
glacier,vgg16,dam,43
glacier,vgg16,dogsled,38
glacier,vgg16,sandbar,37
glacier,vgg16,ice bear,36
